9,O,NA
-,O,NA
operai,B_E39,SP
in,I_E39,SP
procinto,I_E39,SP
di,I_E39,SP
imbarcarsi,I_E39,SP
sull',I_E39,SP
aereoplano,I_E39,SP
che,I_E39,SP
li,I_E39,SP
porterà,I_E39,SP
in,I_E39,SP
Canada,I_E39,SP
 ,O,NA
10,O,NA
-,O,NA
a,O,NA
un,O,NA
uomo,B_E39,SP
viene,O,NA
regalato,O,NA
un,O,NA
banjo,O,NA
 ,O,NA
11,O,NA
-,O,NA
donne,B_E39,SP
coi,I_E39,SP
volti,I_E39,SP
tristi,I_E39,SP
dietro,I_E39,SP
una,I_E39,SP
rete,I_E39,SP
assistono,I_E39,SP
alla,I_E39,SP
partenza,I_E39,SP
dei,I_E39,SP
loro,I_E39,SP
cari,I_E39,SP
 ,O,NA
12,O,NA
-,O,NA
donne,B_E39,SP
sorridenti,I_E39,SP
salutano,I_E39,SP
agitando,I_E39,SP
le,I_E39,SP
mani,I_E39,SP
 ,O,NA
13,O,NA
-,O,NA
uno,O,NA
studente,O,NA
scambia,O,NA
il,O,NA
proprio,O,NA
cappello,O,NA
da,O,NA
gliardo,O,NA
con,O,NA
un,O,NA
netturbino,O,NA
 ,O,NA
14,O,NA
-,O,NA
studenti,O,NA
e,O,NA
studentesse,O,NA
spazzano,O,NA
con,O,NA
le,O,NA
scope,O,NA
di,O,NA
saggina,O,NA
le,O,NA
strade,B_E18,SP
di,I_E18,SP
Napoli,I_E18,SP
 ,O,NA
15,O,NA
-,O,NA
studenti,O,NA
mascherati,O,NA
sui,O,NA
carri,B_E18,TI
armati,I_E18,TI
di,I_E18,TI
ramazza,I_E18,TI
sfilano,O,NA
per,O,NA
le,O,NA
vie,B_E18,SP
di,I_E18,SP
Napoli,I_E18,SP
" 

",O,NA
gelatina,O,NA
bromuro,O,NA
d',O,NA
argento,B_E57,SP
/,O,NA
pellicola,O,NA
(,O,NA
poliestere,O,NA
),O,NA
" 

",O,NA
Messo,O,NA
a,O,NA
punto,O,NA
un,O,NA
apparecchio,O,NA
',O,NA
ossilizzatore,O,NA
',O,NA
che,O,NA
trasforma,O,NA
l',O,NA
ossigeno,O,NA
in,O,NA
',O,NA
novozono,O,NA
',O,NA
",",O,NA
 ,O,NA
ozono,O,NA
purificato,O,NA
non,O,NA
più,O,NA
caustico,O,NA
 ,O,NA
Didascalie,O,NA
pubblicitarie,O,NA
 ,O,NA
chiudono,O,NA
il,O,NA
documentario,O,NA
fornendo,O,NA
indirizzi,O,NA
e,O,NA
numeri,O,NA
di,O,NA
telefono,O,NA
dei,O,NA
concessionari,O,NA
e,O,NA
produttori,B_E39,SP
dell',O,NA
apparecchiatura,O,NA
 ,O,NA
(,O,NA
La,O,NA
società,O,NA
del,O,NA
novozono,O,NA
per,O,NA
l',O,NA
Italia,B_E53,ots
e,O,NA
colonie,B_E18,SP
/,O,NA
Mario,O,NA
Senese,O,NA
Santoponte,O,NA
-,O,NA
Agenzia,O,NA
per,O,NA
la,O,NA
Liguria,O,NA
D,B_E39,ots
ri,O,NA
Dall',O,NA
Olio,O,NA
e,O,NA
Rossi,O,NA
),O,NA
 ,O,NA
1,O,NA
-,O,NA
dettagli,O,NA
dell',O,NA
apparecchio,O,NA
",",O,NA
medici,B_E39,SP
e,O,NA
professori,O,NA
muovono,O,NA
una,O,NA
cannula,O,NA
che,O,NA
fuoriesce,O,NA
dall',O,NA
apparecchio,O,NA
 ,O,NA
2,O,NA
-,O,NA
il,O,NA
professor,O,NA
Tussau,O,NA
mostra,O,NA
la,O,NA
cannula,O,NA
di,O,NA
insufflazione,O,NA
",",O,NA
apre,O,NA
una,O,NA
valvola,O,NA
dell',O,NA
apparecchio,O,NA
 ,O,NA
3,O,NA
-,O,NA
l',O,NA
ozono,O,NA
viene,O,NA
applicato,O,NA
su,O,NA
una,O,NA
rotula,O,NA
con,O,NA
piaga,O,NA
",",O,NA
su,O,NA
 ,O,NA
carne,O,NA
viva,O,NA
 ,O,NA
4,O,NA
-,O,NA
una,O,NA
batteria,O,NA
di,O,NA
 ,O,NA
apparecchi,O,NA
ultimati,O,NA
 ,O,NA
5,O,NA
-,O,NA
un,O,NA
medico,B_E39,SP
apre,O,NA
una,O,NA
cassa,B_E18,SP
-,O,NA
valigia,O,NA
in,O,NA
cui,O,NA
è,O,NA
contenuto,O,NA
l',O,NA
apparecchio,O,NA
 ,O,NA
6,O,NA
-,O,NA
un',O,NA
infermiera,O,NA
innesta,O,NA
unago,O,NA
nella,O,NA
cannula,O,NA
dell',O,NA
apparecchio,O,NA
 ,O,NA
7,O,NA
-,O,NA
didascalie,O,NA
pubblicitarie,O,NA
" 

",O,NA
gelatina,O,NA
bromuro,O,NA
d',O,NA
argento,B_E57,SP
/,O,NA
pellicola,O,NA
(,O,NA
poliestere,O,NA
),O,NA
" 

",O,NA
gelatina,O,NA
bromuro,O,NA
d',O,NA
argento,B_E57,SP
/,O,NA
pellicola,O,NA
(,O,NA
poliestere,O,NA
),O,NA
" 

",O,NA
1,O,NA
-,O,NA
spettatori,B_E39,SP
in,I_E39,SP
platea,I_E39,SP
seguono,O,NA
la,O,NA
gara,O,NA
 ,O,NA
2,O,NA
-,O,NA
repertorio,O,NA
del,O,NA
festival,O,NA
 ,O,NA
Nilla,B_E39,ots
Pizzi,I_E39,ots
nel,O,NA
1951,O,NA
con,O,NA
"""",O,NA
Grazie,O,NA
dei,O,NA
fior,O,NA
"""",O,NA
 ,O,NA
Nilla,B_E39,ots
Pizzi,I_E39,ots
nel,O,NA
1952,O,NA
con,O,NA
"""",O,NA
Vola,O,NA
colomba,O,NA
"""",O,NA
 ,O,NA
Carla,O,NA
Boni,O,NA
nel,O,NA
1953,O,NA
con,O,NA
"""",O,NA
Viale,O,NA
d',O,NA
autunno,O,NA
"""",O,NA
 ,O,NA
Giorgio,O,NA
Consolini,O,NA
nel,O,NA
1954,O,NA
con,O,NA
"""",O,NA
Son,O,NA
tutte,O,NA
belle,O,NA
le,O,NA
mamme,O,NA
del,O,NA
mondo,B_E53,SP
"""",O,NA
 ,O,NA
Claudio,O,NA
Villa,B_E18,SP
nel,O,NA
1955,O,NA
con,O,NA
"""",O,NA
Buongiorno,O,NA
tristezza,O,NA
"""",O,NA
 ,O,NA
Franca,O,NA
Raimondi,O,NA
nel,O,NA
1956,O,NA
con,O,NA
"""",O,NA
Aprite,O,NA
le,O,NA
finestre,B_E18,SP
"""",O,NA
" 

",O,NA
gelatina,O,NA
bromuro,O,NA
d',O,NA
argento,B_E57,SP
/,O,NA
pellicola,O,NA
(,O,NA
poliestere,O,NA
),O,NA
" 

",O,NA
Repository,O,NA
/,O,NA
Location,O,NA
:,O,NA
Roma,B_E53,ots
",",O,NA
Museo,B_E39,ots
Nazionale,I_E39,ots
Romano,I_E39,ots
",",O,NA
Mag,O,NA
 ,O,NA
Epigr,O,NA
 ,O,NA
L,O,NA
",",O,NA
3,O,NA
",",O,NA
7,O,NA
interno,O,NA
",",O,NA
inv,O,NA
 ,O,NA
34028,O,NA
" 

",O,NA
Repository,O,NA
/,O,NA
Location,O,NA
:,O,NA
Catania,O,NA
",",O,NA
Museo,B_E39,ots
Civico,I_E39,ots
",",O,NA
inv,O,NA
 ,O,NA
840,O,NA
" 

",O,NA
Repository,O,NA
/,O,NA
Location,O,NA
:,O,NA
ignoratur,O,NA
",",O,NA
periit,O,NA
" 

",O,NA
gelatina,O,NA
bromuro,O,NA
d',O,NA
argento,B_E57,SP
/,O,NA
pellicola,O,NA
(,O,NA
poliestere,O,NA
),O,NA
" 

",O,NA
1,O,NA
-,O,NA
immagini,B_E18,SP
di,I_E18,SP
Trinità,I_E18,SP
dei,I_E18,SP
Monti,I_E18,SP
piena,O,NA
di,O,NA
vasi,B_E18,SP
di,I_E18,SP
azalee,I_E18,SP
fiorite,I_E18,SP
 ,O,NA
2,O,NA
-,O,NA
i,O,NA
turisti,O,NA
scendono,O,NA
le,O,NA
scale,O,NA
tra,O,NA
le,O,NA
azalee,O,NA
in,O,NA
fiore,O,NA
 ,O,NA
3,O,NA
-,O,NA
veduta,O,NA
dei,O,NA
fiori,B_E18,SP
delle,I_E18,SP
azalee,I_E18,SP
 ,O,NA
4,O,NA
-,O,NA
un,O,NA
giovane,B_E39,SP
fotografa,O,NA
la,O,NA
fidanzata,O,NA
sulla,O,NA
scalinata,O,NA
 ,O,NA
5,O,NA
-,O,NA
un',O,NA
altra,O,NA
turista,O,NA
scatta,O,NA
una,O,NA
fotografia,O,NA
 ,O,NA
6,O,NA
-,O,NA
immagini,B_E18,SP
dei,I_E18,SP
turisti,I_E18,SP
sulla,I_E18,SP
scalinata,I_E18,SP
 ,O,NA
7,O,NA
-,O,NA
un,O,NA
gruppo,O,NA
di,O,NA
svedesi,O,NA
è,O,NA
seduto,O,NA
sui,O,NA
gradini,B_E18,SP
della,I_E18,SP
scalinata,I_E18,SP
" 

",O,NA
gelatina,O,NA
bromuro,O,NA
d',O,NA
argento,B_E57,SP
/,O,NA
pellicola,O,NA
(,O,NA
poliestere,O,NA
),O,NA
" 

",O,NA
Repository,O,NA
/,O,NA
Location,O,NA
:,O,NA
Citta,O,NA
',O,NA
del,O,NA
Vaticano,O,NA
",",O,NA
Lapidario,B_E39,ots
Profano,I_E39,ots
ex,I_E39,ots
Lateranense,I_E39,ots
 ,O,NA
Inv,O,NA
 ,O,NA
25833,O,NA
" 

",O,NA
Furto,O,NA
di,O,NA
una,O,NA
motocicletta,O,NA
a,O,NA
piazza,B_E53,SP
Euclide,I_E53,SP
",",O,NA
nel,O,NA
quartiere,B_E18,SP
Parioli,O,NA
 ,O,NA
Immagini,B_E18,SP
di,I_E18,SP
vita,I_E18,SP
metropolitana,I_E18,SP
sulla,I_E18,SP
piazza,I_E18,SP
 ,O,NA
La,O,NA
madre,B_E39,SP
del,O,NA
giovane,B_E39,SP
che,O,NA
ha,O,NA
subito,O,NA
il,O,NA
furto,O,NA
ripresa,O,NA
mentre,O,NA
",",O,NA
nella,O,NA
stanza,B_E18,SP
del,O,NA
suo,O,NA
ragazzo,O,NA
",",O,NA
scrive,O,NA
una,O,NA
lettera,O,NA
al,O,NA
ladro,O,NA
per,O,NA
invocare,O,NA
la,O,NA
restituzione,O,NA
del,O,NA
maltolto,O,NA
"

",O,NA
gelatina,O,NA
bromuro,O,NA
d',O,NA
argento,B_E57,SP
/,O,NA
pellicola,O,NA
(,O,NA
poliestere,O,NA
),O,NA
" 

",O,NA
Repository,O,NA
/,O,NA
Location,O,NA
:,O,NA
Urbino,O,NA
",",O,NA
Museo,B_E39,ots
Archeologico,I_E39,ots
di,O,NA
Palazzo,O,NA
Ducale,O,NA
",",O,NA
inv,O,NA
 ,O,NA
41033,O,NA
" 

",O,NA
Repository,O,NA
/,O,NA
Location,O,NA
:,O,NA
Firenze,B_E53,ots
",",O,NA
Palazzo,O,NA
Medici,B_E39,SP
Riccardi,O,NA
",",O,NA
cortile,O,NA
delle,O,NA
Colonne,B_E18,TI
",",O,NA
lato,B_E18,SP
nord,B_E28,SP
",",O,NA
settimo,O,NA
cartellone,O,NA
",",O,NA
senza,O,NA
inv,O,NA
"

",O,NA
1,O,NA
-,O,NA
il,O,NA
porto,B_E18,SP
del,I_E18,SP
Pireo,I_E18,SP
 ,O,NA
2,O,NA
-,O,NA
veduta,O,NA
dell',O,NA
Acropoli,O,NA
di,O,NA
Atene,O,NA
 ,O,NA
3,O,NA
-,O,NA
inquadratura,O,NA
dell',O,NA
Arco,O,NA
di,O,NA
Adriano,O,NA
 ,O,NA
4,O,NA
-,O,NA
veduta,O,NA
dell',O,NA
Olympieion,O,NA
o,O,NA
tempio,B_E18,SP
di,I_E18,SP
Giove,O,NA
Olimpico,O,NA
 ,O,NA
5,O,NA
-,O,NA
veduta,O,NA
del,O,NA
monumento,B_E18,SP
coragico,I_E18,SP
di,I_E18,SP
Lysicrate,I_E18,SP
 ,O,NA
6,O,NA
-,O,NA
la,O,NA
scalea,O,NA
del,O,NA
teatro,B_E53,SP
di,I_E53,SP
Dionisio,I_E53,SP
 ,O,NA
7,O,NA
-,O,NA
l',O,NA
Odeon,O,NA
di,O,NA
Erode,O,NA
Attico,O,NA
 ,O,NA
8,O,NA
-,O,NA
i,O,NA
Propilei,O,NA
sull',O,NA
Acropoli,O,NA
 ,O,NA
9,O,NA
-,O,NA
il,O,NA
tempietto,O,NA
di,O,NA
Atena,O,NA
Vittoriosa,O,NA
 ,O,NA
10,O,NA
-,O,NA
panoramiche,O,NA
sull',O,NA
Acropoli,O,NA
 ,O,NA
11,O,NA
-,O,NA
il,O,NA
Partenone,O,NA
 ,O,NA
12,O,NA
-,O,NA
vedute,O,NA
dell',O,NA
Erechtheion,O,NA
o,O,NA
tempio,B_E18,SP
di,I_E18,SP
Atena,O,NA
Polias,O,NA
 ,O,NA
13,O,NA
-,O,NA
la,O,NA
terrazza,O,NA
delle,O,NA
"""",O,NA
Cariatidi,O,NA
"""",O,NA
 ,O,NA
14,O,NA
-,O,NA
il,O,NA
tempio,B_E18,SP
di,I_E18,SP
Teseo,O,NA
visto,O,NA
dall',O,NA
Acropoli,O,NA
 ,O,NA
15,O,NA
-,O,NA
panoramica,O,NA
sul,O,NA
lato,B_E18,SP
sud,B_E28,SP
della,O,NA
città,O,NA
 ,O,NA
16,O,NA
-,O,NA
scorcio,O,NA
della,O,NA
collina,B_E18,SP
del,O,NA
Lycabetto,O,NA
 ,O,NA
17,O,NA
-,O,NA
particolari,O,NA
del,O,NA
monumento,B_E18,SP
di,I_E18,SP
Giulio,I_E18,SP
Antiochio,I_E18,SP
Filopappos,I_E18,SP
 ,O,NA
18,O,NA
-,O,NA
la,O,NA
collina,B_E18,SP
delle,O,NA
Ninfe,O,NA
con,O,NA
inquadratura,O,NA
dell',O,NA
osservatorio,O,NA
 ,O,NA
19,O,NA
-,O,NA
le,O,NA
immagini,B_E18,SP
scorrono,O,NA
su,O,NA
alcune,O,NA
fasi,O,NA
della,O,NA
corrida,O,NA
 ,O,NA
20,O,NA
-,O,NA
vedute,O,NA
di,O,NA
strade,B_E18,SP
e,O,NA
piazze,B_E53,SP
della,I_E53,SP
città,I_E53,SP
percorse,O,NA
da,O,NA
pedoni,O,NA
",",O,NA
da,O,NA
corrozze,O,NA
",",O,NA
da,O,NA
  ,O,NA
tram,O,NA
e,O,NA
dal,O,NA
traffico,O,NA
automobilistico,O,NA
 ,O,NA
21,O,NA
-,O,NA
la,O,NA
piazza,B_E53,SP
della,I_E53,SP
Costituzione,I_E53,SP
 ,O,NA
22,O,NA
-,O,NA
facciata,B_E18,SP
del,I_E18,SP
Palazzo,I_E18,SP
Reale,I_E18,SP
 ,O,NA
23,O,NA
-,O,NA
la,O,NA
guardia,O,NA
reale,O,NA
davanti,O,NA
all',O,NA
ingresso,B_E18,SP
 ,O,NA
24,O,NA
-,O,NA
veduta,O,NA
dell',O,NA
edificio,B_E18,SP
che,I_E18,SP
ospita,I_E18,SP
l',I_E18,SP
Accademia,I_E18,SP
delle,O,NA
scienze,O,NA
 ,O,NA
25,O,NA
-,O,NA
inquadratura,O,NA
di,O,NA
un,O,NA
contadino,O,NA
che,O,NA
indossa,O,NA
il,O,NA
costume,B_E18,SP
nazionale,O,NA
  ,O,NA
tradizionale,O,NA
 ,O,NA
26,O,NA
-,O,NA
panoramica,O,NA
sulla,O,NA
città,O,NA
dall',O,NA
Acropoli,O,NA
" 

",O,NA
gelatina,O,NA
bromuro,O,NA
d',O,NA
argento,B_E57,SP
/,O,NA
pellicola,O,NA
(,O,NA
poliestere,O,NA
),O,NA
" 

",O,NA
Repository,O,NA
/,O,NA
Location,O,NA
:,O,NA
Palestrina,O,NA
(,O,NA
Roma,B_E53,SP
),O,NA
",",O,NA
Museo,B_E39,ots
Archeologico,I_E39,ots
Nazionale,I_E39,ots
",",O,NA
sala,B_E18,SP
III,O,NA
 ,O,NA
Inv,O,NA
 ,O,NA
23556,O,NA
"

",O,NA
Moti,O,NA
insurrezionali,O,NA
a,O,NA
Genova,B_E53,ots
e,O,NA
ad,O,NA
Abbadia,O,NA
San,O,NA
Salvatore,O,NA
:,O,NA
negli,O,NA
scontri,O,NA
dell',O,NA
Amiata,O,NA
persero,O,NA
la,O,NA
vita,O,NA
due,O,NA
carabinieri,O,NA
",",O,NA
Ranieri,O,NA
e,O,NA
Carloni,O,NA
1,O,NA
-,O,NA
mine,O,NA
fanno,O,NA
crollare,O,NA
massi,O,NA
sulla,O,NA
strada,B_E18,SP
 ,O,NA
2,O,NA
-,O,NA
trincee,O,NA
bloccano,O,NA
la,O,NA
via,B_E18,SP
Aurelia,I_E18,SP
in,O,NA
prossimità,O,NA
di,O,NA
Genova,B_E53,ots
 ,O,NA
3,O,NA
-,O,NA
un,O,NA
poliziotto,O,NA
in,O,NA
perlustrazione,O,NA
su,O,NA
un,O,NA
albero,B_E18,SP
 ,O,NA
4,O,NA
-,O,NA
perquisizioni,O,NA
della,O,NA
gente,O,NA
del,O,NA
paese,O,NA
 ,O,NA
5,O,NA
-,O,NA
reparti,O,NA
della,O,NA
celere,O,NA
entrano,O,NA
con,O,NA
carri,B_E18,TI
armati,I_E18,TI
e,I_E18,TI
motociclette,I_E18,TI
in,I_E18,TI
paese,I_E18,TI
 ,O,NA
6,O,NA
-,O,NA
gli,O,NA
indiziati,O,NA
vengono,O,NA
scortati,O,NA
in,O,NA
manette,O,NA
 ,O,NA
7,O,NA
-,O,NA
interrogatorio,O,NA
all',O,NA
interno,O,NA
del,O,NA
commissariato,O,NA
 ,O,NA
8,O,NA
-,O,NA
messa,O,NA
di,O,NA
suffragio,O,NA
a,O,NA
Roma,B_E53,SP
:,O,NA
presenti,O,NA
De,B_E39,ots
gasperi,I_E39,ots
a,O,NA
altri,O,NA
membri,O,NA
del,O,NA
Governo,O,NA
 ,O,NA
9,O,NA
-,O,NA
primo,O,NA
piano,O,NA
dell',O,NA
altare,B_E18,SP
" 

",O,NA
Repository,O,NA
/,O,NA
Location,O,NA
:,O,NA
Roma,B_E53,SP
",",O,NA
Antiquario,O,NA
Palatino,O,NA
",",O,NA
inv,O,NA
 ,O,NA
10830,O,NA
" 

",O,NA
gelatina,O,NA
bromuro,O,NA
d',O,NA
argento,B_E57,SP
/,O,NA
pellicola,O,NA
(,O,NA
poliestere,O,NA
),O,NA
" 

",O,NA
1,O,NA
-,O,NA
in,O,NA
un,O,NA
cortile,O,NA
artigiani,B_E39,SP
lavorano,O,NA
alla,O,NA
costruzione,B_E5,SP
di,I_E5,SP
un,I_E5,SP
carro,I_E5,SP
 ,O,NA
2,O,NA
-,O,NA
vengono,O,NA
limati,O,NA
i,O,NA
raggi,B_E18,SP
di,I_E18,SP
legno,I_E18,SP
della,I_E18,SP
ruota,I_E18,SP
del,I_E18,SP
carretto,I_E18,SP
 ,O,NA
3,O,NA
-,O,NA
un,O,NA
artigiano,B_E39,SP
fa,O,NA
degli,O,NA
intagli,O,NA
sulle,O,NA
parti,O,NA
in,O,NA
legno,B_E57,SP
 ,O,NA
4,O,NA
-,O,NA
un,O,NA
artigiano,B_E39,SP
dipinge,O,NA
le,O,NA
scene,B_E18,SP
intagliate,I_E18,SP
nel,O,NA
legno,B_E57,SP
 ,O,NA
5,O,NA
-,O,NA
presentazione,O,NA
dei,O,NA
carrtti,O,NA
con,O,NA
i,O,NA
pannelli,B_E18,SP
completati,O,NA
 ,O,NA
6,O,NA
-,O,NA
uomini,B_E39,SP
e,I_E39,SP
donne,I_E39,SP
in,I_E39,SP
costumi,I_E39,SP
folcloristici,I_E39,SP
a,I_E39,SP
bordo,I_E39,SP
di,I_E39,SP
un,I_E39,SP
carretto,I_E39,SP
siciliano,I_E39,SP
trainato,I_E39,SP
da,I_E39,SP
cavalli,I_E39,SP
con,I_E39,SP
pennacchi,I_E39,SP
" 

",O,NA
gelatina,O,NA
bromuro,O,NA
d',O,NA
argento,B_E57,SP
/,O,NA
pellicola,O,NA
(,O,NA
poliestere,O,NA
),O,NA
" 

",O,NA
Repository,O,NA
/,O,NA
Location,O,NA
:,O,NA
ignoratur,O,NA
",",O,NA
periit,O,NA
" 

",O,NA
Repository,O,NA
/,O,NA
Location,O,NA
:,O,NA
Roma,B_E53,ots
",",O,NA
Musei,O,NA
Capitolini,O,NA
",",O,NA
Palazzo,O,NA
dei,O,NA
Conservatori,O,NA
",",O,NA
Museo,B_E39,ots
Nuovo,I_E39,ots
",",O,NA
X,O,NA
sala,B_E18,SP
",",O,NA
NCE,O,NA
2979,O,NA
" 

",O,NA
Nell',O,NA
apprendimento,O,NA
di,O,NA
una,O,NA
specifica,O,NA
professionalità,O,NA
è,O,NA
il,O,NA
futuro,O,NA
di,O,NA
ragazze,O,NA
e,O,NA
  ,O,NA
ragazzi,O,NA
degli,O,NA
anni,O,NA
'50,O,NA
1,O,NA
-,O,NA
manifestazioni,O,NA
sportive,O,NA
:,O,NA
dalla,O,NA
boxe,O,NA
al,O,NA
tennis,O,NA
all',O,NA
ippica,O,NA
;,O,NA
 ,O,NA
2,O,NA
-,O,NA
ragazzi,O,NA
e,O,NA
ragazze,O,NA
si,O,NA
allenano,O,NA
faticosamente,O,NA
per,O,NA
lo,O,NA
sport,O,NA
preferito,O,NA
;,O,NA
 ,O,NA
3,O,NA
-,O,NA
disoccupato,O,NA
in,O,NA
cerca,O,NA
di,O,NA
lavoro,O,NA
non,O,NA
viene,O,NA
accettato,O,NA
se,O,NA
non,O,NA
per,O,NA
lavori,O,NA
generici,O,NA
;,O,NA
 ,O,NA
4,O,NA
-,O,NA
